id	rank	name	authorship
2916332	Species	Baloskion stenocoleum	(L.A.S.Johnson & O.D.Evans) B.G.Briggs & L.A.S.Johnson
2904591	Species	Baloskion tenuiculme	(S.T.Blake) B.G.Briggs & L.A.S.Johnson
2889918	Species	Baloskion tetraphyllum	(Labill.) B.G.Briggs & L.A.S.Johnson
2898682	Subspecies	Baloskion tetraphyllum subsp. meiostachyum	(L.A.S.Johnson & O.D.Evans) B.G.Briggs & L.A.S.Johnson
2915005	Subspecies	Baloskion tetraphyllum subsp. tetraphyllum	
2890296	Genus	Calorophus	Labill.
2915893	Species	Calorophus elongatus	Labill.
2902579	Species	Calorophus erostris	(C.B.Clarke) L.A.S.Johnson & B.G.Briggs
2920032	Genus	Catacolea	B.G.Briggs & L.A.S.Johnson
2916346	Species	Catacolea enodis	B.G.Briggs & L.A.S.Johnson
2888161	Genus	Chaetanthus	R.Br.
2886603	Species	Chaetanthus aristatus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2894897	Species	Chaetanthus leptocarpoides	R.Br.
2906076	Species	Chaetanthus tenellus	(Nees) B.G.Briggs & L.A.S.Johnson
2912423	Genus	Chordifex	B.G.Briggs & L.A.S.Johnson
2904815	Species	Chordifex abortivus	(Nees) B.G.Briggs & L.A.S.Johnson
2897208	Species	Chordifex amblycoleus	(F.Muell.) B.G.Briggs & L.A.S.Johnson
2915592	Species	Chordifex capillaceus	B.G.Briggs & L.A.S.Johnson
2901915	Species	Chordifex chaunocoleus	(F.Muell.) B.G.Briggs & L.A.S.Johnson
2910950	Species	Chordifex crispatus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2916192	Species	Chordifex dimorphus	(R.Br.) B.G.Briggs
2904699	Species	Chordifex fastigiatus	(R.Br.) B.G.Briggs
2912982	Species	Chordifex gracilior	(F.Muell. ex Benth.) B.G.Briggs & L.A.S.Johnson
2907777	Species	Chordifex hookeri	(D.I.Morris) B.G.Briggs
2893386	Species	Chordifex isomorphus	(K.W.Dixon & Meney) B.G.Briggs & L.A.S.Johnson
2893664	Species	Chordifex jacksonii	B.G.Briggs & L.A.S.Johnson
2905167	Species	Chordifex laxus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2895046	Species	Chordifex leucoblepharus	(Gilg) B.G.Briggs & L.A.S.Johnson
2911170	Species	Chordifex microcodon	B.G.Briggs & L.A.S.Johnson
2896976	Species	Chordifex monocephalus	(R.Br.) B.G.Briggs
2893186	Species	Chordifex ornatus	(Steud.) B.G.Briggs & L.A.S.Johnson
2912237	Species	Chordifex reseminans	B.G.Briggs & L.A.S.Johnson
2910427	Species	Chordifex sinuosus	B.G.Briggs & L.A.S.Johnson
2916142	Species	Chordifex sp. Ellenbrook (M.E.Trudgen MET 20790)	WA Herbarium
2904795	Species	Chordifex sphacelatus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2895669	Species	Chordifex stenandrus	B.G.Briggs & L.A.S.Johnson
2914715	Genus	Coleocarya	S.T.Blake
2886369	Species	Coleocarya gracilis	S.T.Blake
2891725	Genus	Cytogonidium	B.G.Briggs & L.A.S.Johnson
2891057	Species	Cytogonidium leptocarpoides	(Benth.) B.G.Briggs & L.A.S.Johnson
2920319	Genus	Dapsilanthus	B.G.Briggs & L.A.S.Johnson
2920343	Species	Dapsilanthus elatior	(R.Br.) B.G.Briggs & L.A.S.Johnson
2914433	Species	Dapsilanthus ramosus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2907223	Species	Dapsilanthus spathaceus	(R.Br.) B.G.Briggs & L.A.S.Johnson
51293700	Genus	Desmocladus	Nees
2891726	Species	Desmocladus asper	(Nees) B.G.Briggs & L.A.S.Johnson
2896276	Species	Desmocladus austrinus	B.G.Briggs & L.A.S.Johnson
2916694	Species	Desmocladus biformis	B.G.Briggs & L.A.S.Johnson
2896187	Species	Desmocladus castaneus	B.G.Briggs & L.A.S.Johnson
51293699	Species	Desmocladus confertospicatus	(Steud.) B.G.Briggs
2919517	Species	Desmocladus diacolpicus	B.G.Briggs & L.A.S.Johnson
2899875	Species	Desmocladus elongatus	B.G.Briggs & L.A.S.Johnson
51293707	Species	Desmocladus eludens	(B.G.Briggs & L.A.S.Johnson) B.G.Briggs
51293712	Species	Desmocladus eyreanus	(B.G.Briggs & L.A.S.Johnson) B.G.Briggs
2887451	Species	Desmocladus fasciculatus	(R.Br.) B.G.Briggs & L.A.S.Johnson
51293715	Species	Desmocladus ferruginipes	(Meney & Pate) B.G.Briggs
2900824	Species	Desmocladus flexuosus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2894107	Species	Desmocladus glomeratus	K.W.Dixon & Meney
51293717	Species	Desmocladus lateriflorus	(W.Fitzg.) B.G.Briggs
2893345	Species	Desmocladus lateriticus	B.G.Briggs & L.A.S.Johnson
51293720	Species	Desmocladus laxiflorus	(Steud.) B.G.Briggs
51293722	Species	Desmocladus microcarpus	(Meney & Pate) B.G.Briggs
2907689	Species	Desmocladus myriocladus	(Gilg) B.G.Briggs & L.A.S.Johnson
51293727	Species	Desmocladus nodatus	(B.G.Briggs & L.A.S.Johnson) B.G.Briggs
2898748	Species	Desmocladus parthenicus	B.G.Briggs & L.A.S.Johnson
2913516	Species	Desmocladus quiricanus	B.G.Briggs & L.A.S.Johnson
2891154	Species	Desmocladus semiplanus	B.G.Briggs & L.A.S.Johnson
2910128	Species	Desmocladus virgatus	(Benth.) B.G.Briggs & L.A.S.Johnson
2902393	Genus	Dielsia	Gilg
2886311	Species	Dielsia stenostachya	(W.Fitzg.) B.G.Briggs & L.A.S.Johnson
2894808	Genus	Empodisma	L.A.S.Johnson & D.F.Cutler
2904092	Species	Empodisma gracillimum	(F.Muell.) L.A.S.Johnson & D.F.Cutler
2908447	Species	Empodisma minus	(Hook.f.) L.A.S.Johnson & D.F.Cutler
2911142	Genus	Eurychorda	B.G.Briggs & L.A.S.Johnson
2887295	Species	Eurychorda complanata	(R.Br.) B.G.Briggs & L.A.S.Johnson
51293697	Genus	Harperia	W.Fitzg.
2909282	Genus	Hopkinsia	W.Fitzg.
2907203	Species	Hopkinsia adscendens	B.G.Briggs & L.A.S.Johnson
2899182	Species	Hopkinsia anoectocolea	(F.Muell.) D.F.Cutler
2889514	Genus	Hypolaena	R.Br.
2917388	Species	Hypolaena caespitosa	B.G.Briggs & L.A.S.Johnson
2902062	Species	Hypolaena exsulca	R.Br.
2912595	Species	Hypolaena fastigiata	R.Br.
2889955	Species	Hypolaena grandiuscula	F.Muell.
2901765	Species	Hypolaena humilis	(Gilg) B.G.Briggs & L.A.S.Johnson
2908047	Species	Hypolaena pubescens	(R.Br.) Nees
2901558	Species	Hypolaena robusta	Meney & Pate
2912929	Species	Hypolaena viridis	L.A.S.Johnson & B.G.Briggs
51293701	Genus	Kulinia	B.G.Briggs & L.A.S.Johnson
2888808	Genus	Lepidobolus	Nees
2905394	Species	Lepidobolus basiflorus	Pate & Meney
2908367	Species	Lepidobolus chaetocephalus	F.Muell. ex Benth.
2919286	Species	Lepidobolus densus	B.G.Briggs & L.A.S.Johnson
2919995	Species	Lepidobolus deserti	Gilg
2893442	Species	Lepidobolus drapetocoleus	F.Muell. ex Benth.
2911190	Species	Lepidobolus eurardyensis	K.W.Dixon & B.G.Briggs
2903460	Species	Lepidobolus preissianus	Nees
2886200	Subspecies	Lepidobolus preissianus subsp. preissianus	
2889652	Subspecies	Lepidobolus preissianus subsp. volubilis	(Nees) B.G.Briggs & L.A.S.Johnson
2890270	Species	Lepidobolus quadratus	B.G.Briggs & L.A.S.Johnson
2895401	Species	Lepidobolus spiralis	Meney & K.W.Dixon
51293735	Genus	Leptocarpus	R.Br.
51293734	Species	Leptocarpus canus	Nees
51293740	Species	Leptocarpus coangustatus	Nees
51293742	Species	Leptocarpus crassipes	Pate & Meney
51293751	Species	Leptocarpus crebriculmis	B.G.Briggs
51293762	Species	Leptocarpus decipiens	B.G.Briggs
51293764	Species	Leptocarpus denmarkicus	(Suess.) B.G.Briggs
51293766	Species	Leptocarpus depilatus	B.G.Briggs
51293775	Species	Leptocarpus kraussii	B.G.Briggs
2914150	Species	Leptocarpus laxus	(R.Br.) B.G.Briggs
51293786	Species	Leptocarpus roycei	B.G.Briggs
51293793	Species	Leptocarpus scariosus	R.Br.
51293802	Species	Leptocarpus scoparius	B.G.Briggs
51293816	Species	Leptocarpus tenax	(Labill.) R.Br.
51293825	Species	Leptocarpus tephrinus	B.G.Briggs
2898364	Genus	Lepyrodia	R.Br.
2896220	Species	Lepyrodia anarthria	F.Muell. ex Benth.
2903374	Species	Lepyrodia anarthria x Lepyrodia cryptica	F.Muell. ex Benth. x Lepyrodia cryptica B.G.Briggs & L.A.S.Johnson
2902627	Species	Lepyrodia anarthria x Lepyrodia oligocolea	F.Muell. ex Benth. x Lepyrodia oligocolea B.G.Briggs & L.A.S.Johnson
2886277	Species	Lepyrodia anarthria x Lepyrodia scariosa	F.Muell. ex Benth. x Lepyrodia scariosa R.Br.
2891452	Species	Lepyrodia cryptica	B.G.Briggs & L.A.S.Johnson
2895719	Species	Lepyrodia cryptica x Lepyrodia verruculosa	B.G.Briggs & L.A.S.Johnson x Lepyrodia verruculosa B.G.Briggs & L.A.S.Johnson
2900162	Species	Lepyrodia curvescens	B.G.Briggs & L.A.S.Johnson
2914910	Species	Lepyrodia drummondiana	Steud.
2908083	Species	Lepyrodia extensa	B.G.Briggs & L.A.S.Johnson
2905841	Species	Lepyrodia flexuosa	(Benth.) L.A.S.Johnson & O.D.Evans
2894450	Species	Lepyrodia fortunata	B.G.Briggs & L.A.S.Johnson
2909264	Species	Lepyrodia glauca	(Nees) F.Muell.
2900152	Species	Lepyrodia heleocharoides	Gilg
2915260	Species	Lepyrodia hermaphrodita	R.Br.
2915506	Species	Lepyrodia imitans	B.G.Briggs & L.A.S.Johnson
2912773	Species	Lepyrodia leptocaulis	L.A.S.Johnson & O.D.Evans
2914355	Species	Lepyrodia macra	Nees
2898432	Species	Lepyrodia monoica	F.Muell.
2906183	Species	Lepyrodia muelleri	Benth.
2912523	Species	Lepyrodia muirii	F.Muell.
2915925	Species	Lepyrodia oligocolea	B.G.Briggs & L.A.S.Johnson
2889811	Species	Lepyrodia porterae	B.G.Briggs & L.A.S.Johnson
2912506	Species	Lepyrodia riparia	B.G.Briggs & L.A.S.Johnson
2890381	Species	Lepyrodia scariosa	R.Br.
2904175	Species	Lepyrodia scariosa x Lepyrodia verruculosa	R.Br. x Lepyrodia verruculosa B.G.Briggs & L.A.S.Johnson
2916167	Species	Lepyrodia valliculae	J.M.Black
2893679	Species	Lepyrodia verruculosa	B.G.Briggs & L.A.S.Johnson
2920190	Genus	Loxocarya	R.Br.
2913550	Species	Loxocarya albipes	Pate & Meney
2918732	Species	Loxocarya cinerea	R.Br.
2920089	Species	Loxocarya gigas	B.G.Briggs & L.A.S.Johnson
2901137	Species	Loxocarya magna	Meney & K.W.Dixon
2890991	Species	Loxocarya striata	(F.Muell.) B.G.Briggs & L.A.S.Johnson
2920186	Subspecies	Loxocarya striata subsp. implexa	Keighery
2895167	Subspecies	Loxocarya striata subsp. striata	
51293728	Genus	Meeboldina	Suess.
2914568	Species	Meeboldina thysanantha MS	L.A.S.Johnson & B.G.Briggs
2899129	Genus	Melanostachya	B.G.Briggs & L.A.S.Johnson
2915646	Species	Melanostachya ustulata	(F.Muell. ex Ewart & Sharman) B.G.Briggs & L.A.S.Johnson
51293718	Genus	Onychosepalum	Steud.
2886093	Genus	Platychorda	B.G.Briggs & L.A.S.Johnson
2892658	Species	Platychorda applanata	(Spreng.) B.G.Briggs & L.A.S.Johnson
2888023	Species	Platychorda rivalis	B.G.Briggs & L.A.S.Johnson
2903470	Genus	Sporadanthus	F.Muell.
2893543	Species	Sporadanthus caudatus	(L.A.S.Johnson & O.D.Evans) B.G.Briggs & L.A.S.Johnson
2909648	Species	Sporadanthus gracilis	(R.Br.) B.G.Briggs & L.A.S.Johnson
2900507	Species	Sporadanthus interruptus	(F.Muell.) B.G.Briggs & L.A.S.Johnson
2897920	Species	Sporadanthus rivularis	B.G.Briggs & L.A.S.Johnson
2908206	Species	Sporadanthus strictus	(R.Br.) B.G.Briggs & L.A.S.Johnson
2901309	Species	Sporadanthus tasmanicus	(Hook.f.) B.G.Briggs & L.A.S.Johnson
51293794	Genus	Stenotalis	B.G.Briggs & L.A.S.Johnson
2913915	Genus	Taraxis	B.G.Briggs & L.A.S.Johnson
2910072	Species	Taraxis grossa	B.G.Briggs & L.A.S.Johnson
2912159	Genus	Tremulina	B.G.Briggs & L.A.S.Johnson
2904938	Species	Tremulina cracens	B.G.Briggs & L.A.S.Johnson
2886205	Species	Tremulina tremula	(R.Br.) B.G.Briggs & L.A.S.Johnson
2899810	Genus	Tyrbastes	B.G.Briggs & L.A.S.Johnson
2906543	Species	Tyrbastes glaucescens	B.G.Briggs & L.A.S.Johnson
2887084	Genus	Winifredia	L.A.S.Johnson & B.G.Briggs
2887739	Species	Winifredia sola	L.A.S.Johnson & B.G.Briggs
2904762	Familia	Sparganiaceae	Hanin
2887005	Genus	Sparganium	L.
2914491	Species	Sparganium erectum	L.
2890174	Subspecies	Sparganium erectum subsp. stoloniferum	(Buch.-Ham. ex Graebn.) H.Hara
2889354	Species	Sparganium subglobosum	Morong
8794800	Familia	Typhaceae	Juss.
2902639	Genus	Typha	L.
2910296	Species	Typha domingensis	Pers.
2898544	Species	Typha latifolia	L.
2894677	Species	Typha orientalis	C.Presl
2913607	Familia	Xyridaceae	C.Agardh
2894381	Genus	Xyris	L.
2915099	Species	Xyris atrovirida	Doust & B.J.Conn
2904769	Species	Xyris bracteata	R.Br.
2905296	Species	Xyris cheumatophila	Doust & B.J.Conn
2894477	Species	Xyris complanata	R.Br.
2901341	Species	Xyris exilis	Doust & B.J.Conn
2886461	Species	Xyris flexifolia	R.Br.
2908801	Species	Xyris gracilis	R.Br.
2917018	Species	Xyris gracillima	F.Muell.
2910738	Species	Xyris inaequalis	N.A.Wakef.
2889187	Species	Xyris indica	L.
2889122	Species	Xyris indivisa	N.A.Wakef.
2888917	Species	Xyris juncea	R.Br.
2890017	Species	Xyris lacera	R.Br.
2900231	Species	Xyris lanata	R.Br.
2895527	Species	Xyris laxiflora	F.Muell.
2906478	Species	Xyris marginata	Rendle
2896050	Species	Xyris maxima	Doust & B.J.Conn
2902023	Species	Xyris muelleri	Malme
2908001	Species	Xyris oligantha	Steud.
2917145	Species	Xyris operculata	Labill.
2919086	Species	Xyris pauciflora	Willd.
2914666	Species	Xyris pusilla	Sol. ex R.Br.
2908289	Species	Xyris roycei	N.A.Wakef.
2915726	Species	Xyris tasmanica	(D.I.Morris) Doust & B.J.Conn
2887962	Species	Xyris ustulata	L.A.Nilsson
51294752	Ordo	Zingiberales	Griseb.
51269936	Familia	Cannaceae	Juss.
51269937	Genus	Canna	L.
7098367	Species	Canna indica	L.
51269943	Species	Canna x generalis	L.H.Bailey
51269933	Species	Canna x orchiodes	L.H.Bailey
8182545	Familia	Costaceae	Nakai
2921129	Genus	Cheilocostus	Specht
2906754	Species	Cheilocostus potierae	(F.Muell.) M.G.Harr. & Zich
6728051	Genus	Costus	L.
2907441	Species	Costus dubius	(Afzel.) K.Schum.
3900441	Genus	Tapeinochilos	Miq.
2907554	Species	Tapeinochilos ananassae	(Hassk.) K.Schum.
8806519	Familia	Heliconiaceae	Vines
2887025	Genus	Heliconia	L.
2905267	Species	Heliconia bihai	(L.) L.
2889226	Species	Heliconia psittacorum	L.f.
7510789	Familia	Marantaceae	R.Br.
2917826	Genus	Ctenanthe	Eichler
2904271	Species	Ctenanthe oppenheimiana	(E.Morren) K.Schum.
7510420	Genus	Goeppertia	Nees
2908051	Genus	Thalia	L.
2899593	Species	Thalia dealbata	Fraser ex Roscoe
2915362	Species	Thalia geniculata	L.
7527186	Familia	Musaceae	Juss.
7527177	Genus	Musa	L.
2902831	Species	Musa acuminata	Colla
2893891	Species	Musa acuminata x Musa balbisiana	Colla x Musa balbisiana Colla
2886552	Species	Musa banksii	F.Muell.
2896063	Species	Musa fitzalanii	F.Muell.
2891713	Species	Musa jackeyi	W.Hill
2906448	Familia	Strelitziaceae	Hutch.
2913821	Genus	Strelitzia	Banks
2908982	Species	Strelitzia nicolai	Regel & Körn.
51294750	Familia	Zingiberaceae	Martinov
51294751	Genus	Alpinia	Roxb.
2900087	Species	Alpinia arctiflora	(F.Muell.) Benth.
51294749	Species	Alpinia arundelliana	(F.M.Bailey) K.Schum.
51294760	Species	Alpinia caerulea	(R.Br.) Benth.
2907514	Species	Alpinia hylandii	R.M.Sm.
2900105	Species	Alpinia modesta	F.Muell. ex K.Schum.
2903425	Species	Alpinia zerumbet	(Pers.) B.L.Burtt & R.M.Sm.
2920799	Genus	Amomum	Roxb.
2909620	Species	Amomum dallachyi	F.Muell.
2893545	Species	Amomum queenslandicum	R.M.Sm.
2905176	Genus	Curcuma	L.
2889945	Species	Curcuma australasica	Hook.f.
2900363	Species	Curcuma longa	L.
2909477	Genus	Etlingera	Giseke
2915701	Species	Etlingera australasica	(R.M.Sm.) R.M.Sm.
2919485	Genus	Globba	L.
2901385	Species	Globba marantina	L.
2909033	Genus	Hedychium	J.Koenig
2908506	Species	Hedychium coronarium	J.Koenig
2900816	Species	Hedychium gardnerianum	Sheppard ex Ker Gawl.
2913465	Genus	Hornstedtia	Retz.
2921169	Species	Hornstedtia scottiana	(F.Muell.) K.Schum.
2891347	Genus	Kaempferia	L.
2896757	Species	Kaempferia sp. Murray Island (M.Lawrie 5)	Qld Herbarium
2904921	Genus	Pleuranthodium	(K.Schum.) R.M.Sm.
2920639	Species	Pleuranthodium racemigerum	(F.Muell.) R.M.Sm.
2896229	Genus	Zingiber	Boehm.
2906637	Species	Zingiber officinale	Roscoe
2911541	Species	Zingiber zerumbet	(L.) Sm.
51266674	Ordo	Magnoliales	Juss. ex Bercht. & J.Presl
51266673	Familia	Annonaceae	Juss.
2919883	Genus	Annona	L.
2910491	Species	Annona glabra	L.
2909857	Species	Annona muricata	L.
2914650	Species	Annona reticulata	L.
2886654	Species	Annona squamosa	L.
2901328	Genus	Artabotrys	R.Br.
2904807	Species	Artabotrys carnosipetalus	Jessup
2896004	Genus	Cananga	(DC.) Hook.f. & Thomson
2919551	Species	Cananga odorata	(Lam.) Hook.f. & Thomson
2895852	Genus	Cyathostemma	Griff.
2890098	Species	Cyathostemma glabrum	(Span.) Jessup ex Utteridge
2909542	Species	Cyathostemma micranthum	(A.DC.) J.Sinclair
2891152	Genus	Desmos	Lour.
2899038	Species	Desmos goezeanus	(F.Muell.) Jessup
2887744	Species	Desmos polycarpus	Jessup
2892981	Species	Desmos wardianus	(F.M.Bailey) Jessup
51266732	Genus	Goniothalamus	(Blume) Hook.f. & Thomson
6895280	Species	Goniothalamus australis	Jessup
8894920	Genus	Haplostichanthus	F.Muell.
8894914	Species	Haplostichanthus submontanus	Jessup
2889546	Subspecies	Haplostichanthus submontanus subsp. sessiliflorus	Jessup
6896030	Genus	Huberantha	Chaowasku
6896031	Species	Huberantha nitidissima	(Dunal) Chaowasku
51266677	Genus	Meiogyne	Miq.
51266684	Species	Meiogyne bidwillii	(Benth.) D.C.Thomas, Chaowasku & R.M.K.Saunders
51266693	Species	Meiogyne cylindrocarpa	(Burck) Heusden
51266700	Species	Meiogyne heteropetala	(F.Muell.) D.C.Thomas, Chaowasku & R.M.K.Saunders
51266708	Species	Meiogyne hirsuta	(Jessup) Jessup
2895294	Species	Meiogyne stenopetala	(F.Muell.) Heusden
51266714	Species	Meiogyne trichocarpa	(Jessup) D.C.Thomas & R.M.K.Saunders
2895910	Species	Meiogyne verrucosa	Jessup
2887791	Genus	Melodorum	Lour.
2890846	Species	Melodorum crassipetalum	Jessup
2905881	Species	Melodorum leichhardtii	(F.Muell.) Benth.
2905989	Species	Melodorum rupestre	Jessup
2905082	Species	Melodorum scabridulum	Jessup
2888865	Species	Melodorum topazense	Jessup
2889643	Species	Melodorum uhrii	F.Muell.
2897639	Species	Melodorum unguiculatum	Jessup
2906433	Genus	Miliusa	Lesch. ex A.DC.
2902866	Species	Miliusa brahei	(F.Muell.) Jessup
2905404	Species	Miliusa horsfieldii	(Benn.) Baill. ex Pierre
2893522	Species	Miliusa sp. Monsoon Forest (K.F.Kenneally 10193 & B.P.M.Hyland)	WA Herbarium
2902027	Species	Miliusa traceyi	Jessup
2918675	Genus	Mitrella	Miq.
2898128	Species	Mitrella tiwiensis	Jessup & Bygrave
2888444	Genus	Mitrephora	(Blume) Hook.f. & Thomson
2906919	Species	Mitrephora diversifolia	(Span.) Miq.
6898670	Genus	Monoon	Miq.
6896780	Species	Monoon australe	(Benth.) B.Xue & R.M.K.Saunders
6898668	Species	Monoon michaelii	(C.T.White) B.Xue & R.M.K.Saunders
6898295	Species	Monoon patinatum	(Jessup) B.Xue & R.M.K.Saunders
7435728	Genus	Polyalthia	Blume
6899055	Species	Polyalthia fruticosa	(Jessup) B.Xue & R.M.K.Saunders
6900432	Species	Polyalthia hispida	B.Xue & R.M.K.Saunders
6901203	Species	Polyalthia johnsonii	(F.Muell.) B.Xue & R.M.K.Saunders
6901963	Species	Polyalthia submontana	(Jessup) B.Xue & R.M.K.Saunders
6902373	Species	Polyalthia xanthocarpa	B.Xue & R.M.K.Saunders
51266720	Genus	Pseuduvaria	Miq.
2919866	Species	Pseuduvaria froggattii	(F.Muell.) Jessup
51266719	Species	Pseuduvaria hylandii	Jessup
51266724	Species	Pseuduvaria mulgraveana	Jessup
2908045	Varietas	Pseuduvaria mulgraveana var. glabrescens	Jessup
2888923	Varietas	Pseuduvaria mulgraveana var. mulgraveana	
51266728	Species	Pseuduvaria villosa	Jessup
2889614	Genus	Uvaria	L.
2908060	Species	Uvaria concava	Teijsm. & Binn.
2919898	Species	Uvaria holtzei	F.Muell.
2900961	Species	Uvaria rufa	(Dunal) Blume
2901829	Genus	Xylopia	L.
2894594	Species	Xylopia maccreae	(F.Muell.) L.S.Sm.
2903202	Species	Xylopia monosperma	Jessup
2890748	Familia	Eupomatiaceae	Orb.
2897702	Genus	Eupomatia	R.Br.
2904444	Species	Eupomatia barbata	Jessup
2905516	Species	Eupomatia bennettii	F.Muell.
2887964	Species	Eupomatia laurina	R.Br.
2906235	Familia	Himantandraceae	Diels
2892272	Genus	Galbulimima	F.M.Bailey
2919794	Species	Galbulimima baccata	F.M.Bailey
2903136	Familia	Myristicaceae	R.Br.
2910871	Genus	Horsfieldia	Willd.
2897662	Species	Horsfieldia australiana	S.T.Blake
2895962	Genus	Myristica	Gronov.
2905065	Species	Myristica globosa	Warb.
2921093	Subspecies	Myristica globosa subsp. muelleri	(Warb.) W.J.de Wilde
2902429	Species	Myristica insipida	R.Br.
2895122	Varietas	Myristica insipida var. cimicifera	(Sol. ex R.Br.) Jessup
2894682	Varietas	Myristica insipida var. insipida	
2909502	Species	Myristica lancifolia	Poir.
2909176	Subspecies	Myristica lancifolia subsp. australiana	Jessup & W.J.de Wilde
51291146	Superordo	Magnolianae	Takht.
4522100	Ordo	Canellales	Cronquist
4522099	Familia	Winteraceae	R.Br. ex Lindl.
2915287	Genus	Bubbia	Tiegh.
2918799	Species	Bubbia howeana	(F.Muell.) Tiegh.
2905387	Species	Bubbia queenslandiana	Vink
2891010	Subspecies	Bubbia queenslandiana subsp. australis	Vink
2919737	Subspecies	Bubbia queenslandiana subsp. queenslandiana	
2894535	Species	Bubbia semecarpoides	(F.Muell.) B.L.Burtt
2910325	Species	Bubbia whiteana	A.C.Sm.
4522098	Genus	Tasmannia	R.Br. ex DC.
2901226	Species	Tasmannia glaucifolia	J.B.Williams
2886263	Species	Tasmannia insipida	R.Br. ex DC.
2915650	Species	Tasmannia lanceolata	(Poir.) A.C.Sm.
4522094	Species	Tasmannia membranea	(F.Muell.) A.C.Sm.
2892687	Species	Tasmannia purpurascens	(Vickery) A.C.Sm.
2916316	Species	Tasmannia sp. Mt Bellenden Ker (J.R.Clarkson 6571)	Qld Herbarium
2915582	Species	Tasmannia stipitata	(Vickery) A.C.Sm.
2887801	Species	Tasmannia vickeriana	(A.C.Sm.) A.C.Sm.
2888859	Species	Tasmannia xerophila	M.Gray
2892891	Subspecies	Tasmannia xerophila subsp. robusta	Raleigh
2889390	Subspecies	Tasmannia xerophila subsp. xerophila	
51291145	Ordo	Piperales	Bercht. & J.Presl
51267000	Familia	Aristolochiaceae	Juss.
51267003	Genus	Aristolochia	L.
2899449	Species	Aristolochia acuminata	Lam.
51267010	Species	Aristolochia australopithecurus	(Mich.J.Parsons) Buchwalder & Wanke
2907200	Species	Aristolochia chalmersii	O.C.Schmidt
51267012	Species	Aristolochia deltantha	F.Muell.
2888494	Species	Aristolochia elegans	Mast.
2886282	Species	Aristolochia grandiflora	Sw.
2919814	Species	Aristolochia holtzei	F.Muell.
2903385	Species	Aristolochia indica	L.
51267014	Species	Aristolochia laheyana	(F.M.Bailey) Buchwalder & Wanke
4642332	Species	Aristolochia meridionalis	E.M.Ross
4641565	Subspecies	Aristolochia meridionalis subsp. centralis	E.M.Ross
4642328	Subspecies	Aristolochia meridionalis subsp. meridionalis	
2893958	Species	Aristolochia odoratissima	L.
51267020	Species	Aristolochia ornithopterae	Buchwalder & Wanke
51267027	Species	Aristolochia peninsulensis	(Mich.J.Parsons) Buchwalder & Wanke
51267029	Species	Aristolochia praevenosa	F.Muell.
2904466	Species	Aristolochia pubera	R.Br.
2890479	Varietas	Aristolochia pubera var. aromatica	E.M.Ross
2892428	Varietas	Aristolochia pubera var. pubera	
2893380	Species	Aristolochia ringens	Vahl
51267035	Species	Aristolochia sparusifolia	(Mich.J.Parsons) Buchwalder & Wanke
2894736	Species	Aristolochia thozetii	F.Muell.
51291147	Familia	Piperaceae	Giseke
2917119	Genus	Peperomia	Ruiz & Pav.
2891293	Species	Peperomia bellendenkerensis	Domin
2893087	Species	Peperomia blanda	(Jacq.) Kunth
2908754	Varietas	Peperomia blanda var. floribunda	(Miq.) H.Huber
2918739	Species	Peperomia enervis	C.DC. & F.Muell.
2895145	Species	Peperomia hunteriana	P.I.Forst.
2911153	Species	Peperomia laevifolia	(Blume) Miq.
2900279	Species	Peperomia pellucida	(L.) Kunth
2897567	Species	Peperomia rossii	Rendle ex Baker
2901317	Species	Peperomia tetraphylla	Hook. & Arn.
2909597	Species	Peperomia urvilleana	A.Rich.
51291149	Genus	Piper	L.
2899117	Species	Piper aduncum	L.
2899998	Species	Piper betle	L.
2917544	Species	Piper caninum	Blume
51291153	Species	Piper excelsum	G.Forst.
51291164	Subspecies	Piper excelsum subsp. psittacorum	(Endl.) de Lange
2889328	Species	Piper fungiforme	Spokes
2886605	Species	Piper hederaceum	(Miq.) C.DC.
2905139	Varietas	Piper hederaceum var. hederaceum	
2908180	Varietas	Piper hederaceum var. longiorispicum	Spokes
2906871	Species	Piper hooglandii	(I.Hutton & P.S.Green) M.A.Jaram.
2896228	Species	Piper interruptum	Opiz
2896324	Species	Piper macropiper	Pennant
8500029	Species	Piper mestonii	F.M.Bailey
2918941	Species	Piper umbellatum	L.
51305457	Superordo	Myrothamnanae	Takht.
51305458	Familia	Dilleniaceae	Salisb.
2899050	Genus	Dillenia	L.
2901433	Species	Dillenia alata	(R.Br. ex DC.) Martelli
51305456	Genus	Hibbertia	Andrews
2913196	Species	Hibbertia abyssus	Wege & K.R.Thiele
2913697	Species	Hibbertia acaulothrix	Toelken
2920953	Species	Hibbertia acerosa	(R.Br. ex DC.) Benth.
2909717	Species	Hibbertia acicularis	(Labill.) F.Muell.
2909545	Species	Hibbertia acrotrichion	J.R.Wheeler
2899177	Species	Hibbertia acuminata	B.J.Conn
2898320	Species	Hibbertia alopecota	Toelken
2901311	Species	Hibbertia amplexicaulis	Steud.
