id	rank	name	authorship
51344520	Regnum	Plantae	Haeckel
51344519	Division	Charophyta	Sachs
51344521	Classis	Equisetopsida	C.Agardh
51304336	Subclassis	Cycadidae	Pax
51304335	Ordo	Cycadales	Pers. ex Bercht. & J.Presl
2913626	Familia	Cycadaceae	Pers.
2887109	Genus	Cycas	L.
2887837	Species	Cycas angulata	R.Br.
2893424	Species	Cycas arenicola	K.D.Hill
2915194	Species	Cycas armstrongii	Miq.
2902935	Species	Cycas arnhemica	K.D.Hill
2909332	Species	Cycas badensis	K.D.Hill
2921095	Species	Cycas basaltica	C.A.Gardner
2886895	Species	Cycas brunnea	K.D.Hill
2908796	Species	Cycas cairnsiana	F.Muell.
2913329	Species	Cycas calcicola	Maconochie
2919167	Species	Cycas canalis	K.D.Hill
2893335	Species	Cycas candida	K.D.Hill
2911636	Species	Cycas conferta	Chirgwin
2904810	Species	Cycas couttsiana	K.D.Hill
2892784	Species	Cycas cupida	P.I.Forst.
2904097	Species	Cycas desolata	P.I.Forst.
2908733	Species	Cycas furfuracea	W.Fitzg.
2904128	Species	Cycas lane-poolei	C.A.Gardner
2892582	Species	Cycas maconochiei	Chirgwin & K.D.Hill
2897060	Subspecies	Cycas maconochiei subsp. maconochiei	
2920051	Subspecies	Cycas maconochiei subsp. viridis	K.D.Hill
2889358	Species	Cycas media	R.Br.
2898155	Subspecies	Cycas media subsp. banksii	K.D.Hill
2904417	Subspecies	Cycas media subsp. ensata	K.D.Hill
2900669	Subspecies	Cycas media subsp. media	
2913264	Species	Cycas megacarpa	K.D.Hill
2914888	Species	Cycas ophiolitica	K.D.Hill
2914030	Species	Cycas orientis	K.D.Hill
2889516	Species	Cycas platyphylla	K.D.Hill
2895450	Species	Cycas pruinosa	Maconochie
2910847	Species	Cycas rumphii	Miq.
2909346	Species	Cycas scratchleyana	F.Muell.
2921188	Species	Cycas semota	K.D.Hill
2896080	Species	Cycas silvestris	K.D.Hill
2909218	Species	Cycas terryana	P.I.Forst.
2919760	Species	Cycas tuckeri	K.D.Hill
2911543	Species	Cycas xipholepis	K.D.Hill
2896971	Species	Cycas yorkiana	K.D.Hill
51304334	Familia	Zamiaceae	Horan.
2908062	Genus	Bowenia	Hook.f.
2898331	Species	Bowenia serrulata	(W.Bull) Chamb.
2912787	Species	Bowenia spectabilis	Hook. ex Hook.f.
2886286	Genus	Lepidozamia	Regel
2918315	Species	Lepidozamia hopei	(W.Hill) Regel
2897542	Species	Lepidozamia peroffskyana	Regel
51294694	Genus	Macrozamia	Miq.
2906288	Species	Macrozamia cardiacensis	P.I.Forst. & D.L.Jones
2887061	Species	Macrozamia communis	L.A.S.Johnson
2906862	Species	Macrozamia concinna	D.L.Jones
2891883	Species	Macrozamia conferta	D.L.Jones & P.I.Forst.
2892095	Species	Macrozamia cranei	D.L.Jones & P.I.Forst.
2886099	Species	Macrozamia crassifolia	P.I.Forst. & D.L.Jones
2897257	Species	Macrozamia diplomera	(F.Muell.) L.A.S.Johnson
2912247	Species	Macrozamia douglasii	W.Hill ex F.M.Bailey
2910572	Species	Macrozamia dyeri	(F.Muell.) C.A.Gardner
2909225	Species	Macrozamia elegans	K.D.Hill & D.L.Jones
2894533	Species	Macrozamia fawcettii	C.Moore
2886756	Species	Macrozamia fearnsidei	D.L.Jones
2897645	Species	Macrozamia flexuosa	C.Moore
2919475	Species	Macrozamia fraseri	Miq.
2906995	Species	Macrozamia glaucophylla	D.L.Jones
2887600	Species	Macrozamia heteromera	C.Moore
2886421	Species	Macrozamia humilis	D.L.Jones
2897563	Species	Macrozamia johnsonii	D.L.Jones & K.D.Hill
2889844	Species	Macrozamia lomandroides	D.L.Jones
2891775	Species	Macrozamia longispina	P.I.Forst. & D.L.Jones
2899258	Species	Macrozamia lucida	L.A.S.Johnson
2917134	Species	Macrozamia macdonnellii	(F.Muell. ex Miq.) F.Muell. ex A.DC.
2914591	Species	Macrozamia machinii	P.I.Forst. & D.L.Jones
2917359	Species	Macrozamia macleayi	Miq.
51294692	Species	Macrozamia miquelii	(F.Muell.) A.DC.
2915111	Species	Macrozamia montana	K.D.Hill
2907789	Species	Macrozamia moorei	F.Muell.
2920366	Species	Macrozamia mountperriensis	F.M.Bailey
2901278	Species	Macrozamia occidua	D.L.Jones & P.I.Forst.
2895445	Species	Macrozamia parcifolia	P.I.Forst. & D.L.Jones
2918773	Species	Macrozamia pauli-guilielmi	W.Hill & F.Muell.
2895463	Species	Macrozamia platyrhachis	F.M.Bailey
2919060	Species	Macrozamia plurinervia	(L.A.S.Johnson) D.L.Jones
2887717	Species	Macrozamia polymorpha	D.L.Jones
2893298	Species	Macrozamia reducta	K.D.Hill & D.L.Jones
2915937	Species	Macrozamia riedlei	(Fisch. ex Gaudich.) C.A.Gardner
2914934	Species	Macrozamia secunda	(Benth.) C.Moore
2899345	Species	Macrozamia serpentina	D.L.Jones & P.I.Forst.
51294701	Species	Macrozamia spiralis	(Salisb.) Miq.
2899201	Species	Macrozamia stenomera	L.A.S.Johnson
2917053	Species	Macrozamia viridis	D.L.Jones & P.I.Forst.
2887470	Subclassis	Equisetidae	Warm.
2914450	Ordo	Equisetales	DC. ex Bercht. & J.Presl
2896955	Familia	Equisetaceae	Michx. ex DC.
2900976	Genus	Equisetum	L.
2910305	Species	Equisetum arvense	L.
2886448	Species	Equisetum hyemale	L.
8330979	Subclassis	Lycopodiidae	Bek.
2914090	Ordo	Isoetales	Prantl
2905374	Familia	Isoetaceae	Rchb.
2888077	Genus	Isoetes	L.
2905282	Species	Isoetes attenuata	C.R.Marsden & Chinnock
2909039	Species	Isoetes australis	S.Williams
2893919	Species	Isoetes brevicula	E.R.L.Johnson
2912691	Species	Isoetes caroli	E.R.L.Johnson
2913141	Species	Isoetes coromandelina	L.f.
2896882	Subspecies	Isoetes coromandelina subsp. macrotuberculata	C.R.Marsden
2904485	Species	Isoetes cristata	C.R.Marsden & Chinnock
2912409	Species	Isoetes drummondii	A.Braun
2891228	Subspecies	Isoetes drummondii subsp. anomala	C.R.Marsden & Chinnock
2896098	Subspecies	Isoetes drummondii subsp. drummondii	
2913106	Species	Isoetes elatior	F.Muell. ex A.Braun
2904754	Species	Isoetes gunnii	A.Braun
2886566	Species	Isoetes humilior	F.Muell. ex A.Braun
2890152	Species	Isoetes inflata	E.R.L.Johnson
2910426	Species	Isoetes mongerensis	E.R.L.Johnson
2892984	Species	Isoetes muelleri	A.Braun
2900882	Species	Isoetes pusilla	C.R.Marsden & Chinnock
2918228	Species	Isoetes sp. Maxwell River (S.J.Jarman HO314082)	Tas. Herbarium
2887570	Species	Isoetes tripus	A.Braun
8330978	Ordo	Lycopodiales	DC. ex Bercht. & J.Presl
8330977	Familia	Lycopodiaceae	P.Beauv. ex Mirb.
2915577	Genus	Huperzia	Bernh.
2911138	Species	Huperzia australiana	(Herter) Holub
2900828	Species	Huperzia phlegmarioides	(Gaudich.) Rothm.
2895756	Species	Huperzia serrata	(Thunb.) Trevis.
2914763	Genus	Lycopodiella	Holub
2913822	Species	Lycopodiella cernua	(L.) Pic.Serm.
2890558	Species	Lycopodiella diffusa	(R.Br.) B.Øllg.
2903311	Species	Lycopodiella lateralis	(R.Br.) B.Øllg.
2905709	Species	Lycopodiella limosa	Chinnock
2905113	Species	Lycopodiella serpentina	(Kunze) B.Øllg.
8330967	Genus	Lycopodium	L.
2894158	Species	Lycopodium deuterodensum	Herter
2911076	Species	Lycopodium fastigiatum	R.Br.
2914320	Species	Lycopodium scariosum	G.Forst.
2905786	Species	Lycopodium volubile	G.Forst.
7498907	Genus	Phlegmariurus	Holub
2889787	Species	Phlegmariurus carinatus	(Desv.) Ching
2917787	Species	Phlegmariurus dalhousieanus	(Spring) A.R.Field & Bostock
2896005	Species	Phlegmariurus filiformis	(Sw.) W.H.Wagner
2903009	Species	Phlegmariurus lockyeri	(D.L.Jones & B.Gray) A.R.Field & Bostock
2917092	Species	Phlegmariurus marsupiiformis	(D.L.Jones & B.Gray) A.R.Field & Bostock
2913785	Species	Phlegmariurus phlegmaria	(L.) T.Sen & U.Sen
2916196	Species	Phlegmariurus squarrosus	(G.Forst.) Á.Löve & D.Löve
7498903	Species	Phlegmariurus tetrastichoides	(A.R.Field & Bostock) A.R.Field & Bostock
2917281	Species	Phlegmariurus varius	(R.Br.) A.R.Field & Bostock
2891119	Genus	Phylloglossum	Kunze
2899597	Species	Phylloglossum drummondii	Kunze
8194807	Ordo	Selaginellales	Prantl
8194806	Familia	Selaginellaceae	Willk.
8194784	Genus	Selaginella	P.Beauv.
2914570	Species	Selaginella alutacia	Spring
2889238	Species	Selaginella andrewsii	Jermy & J.S.Holmes
2915027	Species	Selaginella australiensis	Baker
2919685	Species	Selaginella biformis	A.Braun ex Kuhn
2900951	Species	Selaginella brisbanensis	F.M.Bailey
2907266	Species	Selaginella ciliaris	(Retz.) Spring
2916443	Species	Selaginella gracillima	(Kunze) Spring ex Salomon
2916183	Species	Selaginella kraussiana	(Kunze) A.Braun
2887963	Species	Selaginella longiciliata	Hieron.
2916794	Species	Selaginella longipinna	Warb.
2900318	Species	Selaginella plana	(Desv.) Hieron.
2896452	Species	Selaginella pygmaea	(Kaulf.) Alston
2898988	Species	Selaginella sp. Mt Gilruth (D.L.Jones 1543)	NT Herbarium
2910120	Species	Selaginella uliginosa	(Labill.) Spring
2911326	Species	Selaginella umbrosa	Lem. ex Hieron.
2902308	Species	Selaginella vogelii	Spring
2898236	Species	Selaginella willdenovii	(Desv.) Baker
51344522	Subclassis	Magnoliidae	Novak ex Takht.
51344525	Superordo	Asteranae	Takht.
51311005	Ordo	Apiales	Nakai
51311004	Familia	Apiaceae	Lindl.
2889266	Genus	Aciphylla	J.R.Forst. & G.Forst.
2918138	Species	Aciphylla glacialis	(F.Muell.) Benth.
2895967	Species	Aciphylla simplicifolia	(F.Muell.) Benth.
6903559	Genus	Actinotus	Labill.
2909297	Species	Actinotus bellidioides	(Hook.f.) Benth.
2916305	Species	Actinotus forsythii	Maiden & Betche
2916301	Species	Actinotus gibbonsii	F.Muell.
2896596	Species	Actinotus glomeratus	Benth.
2895645	Species	Actinotus helianthi	Labill.
2915159	Species	Actinotus humilis	(F.Muell. & Tate) Domin
2904744	Species	Actinotus laxus	Keighery
2915895	Species	Actinotus leucocephalus	Benth.
2914899	Species	Actinotus minor	(Sm.) DC.
2900677	Species	Actinotus moorei	F.Muell. ex Rodway
2899772	Species	Actinotus omnifertilis	(F.Muell.) Benth.
2906611	Species	Actinotus paddisonii	R.T.Baker
2892933	Species	Actinotus periculosus	Henwood
6903141	Species	Actinotus repens	Keighery ex Henwood
2902484	Species	Actinotus rhomboideus	(Turcz.) Benth.
2911359	Species	Actinotus schwarzii	F.Muell.
2909195	Species	Actinotus sp. Comet Vale (A.V.Milewski AVM1093)	WA Herbarium
2900001	Species	Actinotus suffocatus	(Hook.f.) Rodway
2899213	Species	Actinotus superbus	O.H.Sarg.
2889060	Species	Actinotus whicheranus	Keighery
2888416	Genus	Aegopodium	L.
2894538	Species	Aegopodium podagraria	L.
2899354	Genus	Ammi	L.
2889364	Species	Ammi majus	L.
2889827	Species	Ammi visnaga	(L.) Lam.
2902985	Genus	Anethum	L.
2912087	Species	Anethum graveolens	L.
2891767	Genus	Anisotome	Hook.f.
2899279	Species	Anisotome procumbens	(F.Muell.) C.J.Webb
2902178	Genus	Anthriscus	Pers.
2914659	Species	Anthriscus caucalis	M.Bieb.
8421431	Genus	Apium	L.
2914809	Species	Apium annuum	P.S.Short
2887264	Species	Apium graveolens	L.
2897226	Species	Apium insulare	P.S.Short
2912609	Species	Apium prostratum	Vent.
2891466	Subspecies	Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631)	WA Herbarium
2917389	Subspecies	Apium prostratum subsp. howense	P.S.Short
2919759	Subspecies	Apium prostratum subsp. prostratum	
2890678	Varietas	Apium prostratum var. filiforme	(A.Rich.) Kirk
2898650	Varietas	Apium prostratum var. prostratum	
51311003	Genus	Azorella	Lam.
51266773	Species	Azorella fragosea	(F.Muell.) Druce
2890542	Species	Azorella macquariensis	Orchard
51266780	Species	Azorella polaris	(Hombr. & Jacquinot ex Hook.f.) G.M.Plunkett & A.N.Nicolas
2887616	Species	Azorella selago	Hook.f.
2897520	Genus	Berula	W.D.J.Koch
2919362	Species	Berula erecta	(Huds.) Coville
2891447	Genus	Bifora	Hoffm.
2901195	Species	Bifora testiculata	(L.) Spreng.
2890663	Genus	Brachyscias	J.M.Hart & Henwood
2888419	Species	Brachyscias verecundus	J.M.Hart & Henwood
2908826	Genus	Bupleurum	L.
2919008	Species	Bupleurum glumaceum	Sibth. & Sm.
2898269	Species	Bupleurum lancifolium	Hornem.
2912960	Species	Bupleurum odontites	L.
2899019	Species	Bupleurum rotundifolium	L.
2889561	Species	Bupleurum semicompositum	L.
2914007	Genus	Capnophyllum	Gaertn.
2908273	Species	Capnophyllum africanum	(L.) Gaertn.
6923915	Genus	Centella	L.
6923911	Species	Centella asiatica	(L.) Urb.
2894714	Species	Centella cordifolia	(Hook.f.) Nannf.
2905041	Species	Centella uniflora	(Colenso) Nannf.
2902238	Genus	Chlaenosciadium	C.Norman
2914038	Species	Chlaenosciadium gardneri	C.Norman
2904239	Genus	Conium	L.
2899897	Species	Conium maculatum	L.
2907423	Genus	Coriandrum	L.
2898925	Species	Coriandrum sativum	L.
2900489	Genus	Crithmum	L.
2906302	Species	Crithmum maritimum	L.
2919274	Genus	Cryptotaenia	DC.
2890530	Species	Cryptotaenia canadensis	(L.) DC.
8421440	Genus	Cyclospermum	Lag.
6904459	Species	Cyclospermum leptophyllum	(Pers.) Sprague ex Britton & P.Wilson
2898948	Genus	Daucus	L.
2893559	Species	Daucus carota	L.
2901796	Species	Daucus glochidiatus	(Labill.) Fisch., C.A.Mey. & Ave-Lall.
2914982	Genus	Dichosciadium	Domin
2897500	Species	Dichosciadium ranunculaceum	(F.Muell.) Domin
2894071	Varietas	Dichosciadium ranunculaceum var. ranunculaceum	
2906420	Varietas	Dichosciadium ranunculaceum var. tasmanicum	(Hook.f.) Domin
51310349	Genus	Diplaspis	Hook.f.
2890630	Species	Diplaspis cordifolia	(Hook.) Hook.f.
2898329	Species	Diplaspis hydrocotyle	Hook.f.
2895531	Species	Diplaspis nivis	Van den Borre & Henwood
8708432	Genus	Eryngium	L.
2891140	Species	Eryngium campestre	L.
2910213	Species	Eryngium expansum	F.Muell. ex Klatt
2919764	Species	Eryngium foetidum	L.
2907131	Species	Eryngium fontanum	A.E.Holland & E.J.Thomps.
2903038	Species	Eryngium maritimum	L.
2908719	Species	Eryngium ovinum	A.Cunn.
2910560	Species	Eryngium paludosum	(C.Moore & Betche) P.W.Michael
2903113	Species	Eryngium pandanifolium	Cham. & Schltdl.
2899692	Species	Eryngium pinnatifidum	Bunge
2893122	Subspecies	Eryngium pinnatifidum subsp. Inland Swamp (G.J.Keighery 16551)	WA Herbarium
2889595	Subspecies	Eryngium pinnatifidum subsp. Palustre (G.J.Keighery 13459)	WA Herbarium
2920204	Subspecies	Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967)	WA Herbarium
2919885	Species	Eryngium plantagineum	F.Muell.
2899534	Species	Eryngium sp. Ferox (G.J.Keighery 16034)	WA Herbarium
2886931	Species	Eryngium sp. Lake Muir (E.Wittwer 2293)	WA Herbarium
2892274	Species	Eryngium sp. Subdecumbens (G.J.Keighery 5390)	WA Herbarium
2920783	Species	Eryngium supinum	J.M.Black
4331884	Species	Eryngium vesiculosum	Labill.
2911615	Genus	Ferula	L.
2889196	Species	Ferula communis	L.
2902685	Subspecies	Ferula communis subsp. communis	
2919513	Genus	Foeniculum	Mill.
2913766	Species	Foeniculum vulgare	Mill.
8278593	Genus	Gingidia	J.W.Dawson
2915480	Species	Gingidia algens	(F.Muell.) J.W.Dawson
2919614	Species	Gingidia harveyana	(F.Muell.) J.W.Dawson
6904884	Species	Gingidia rupicola	I.Telford & J.J.Bruhl
2893411	Genus	Helosciadium	W.D.J.Koch
2888370	Species	Helosciadium nodiflorum	(L.) W.D.J.Koch
2894727	Genus	Homalosciadium	Domin
2898345	Species	Homalosciadium homalocarpum	(F.Muell.) H.Eichler
6911647	Genus	Lilaeopsis	Greene
2896189	Species	Lilaeopsis brisbanica	A.R.Bean
6911643	Species	Lilaeopsis polyantha	(Gand.) H.Eichler
2908820	Species	Lilaeopsis sp. West Coast (A.Moscal 5655)	Tas. Herbarium
2896681	Genus	Neosciadium	Domin
2895641	Species	Neosciadium glochidiatum	(Benth.) Domin
2917789	Genus	Oenanthe	L.
2918902	Species	Oenanthe javanica	DC.
2901670	Species	Oenanthe pimpinelloides	L.
2893881	Genus	Oreomyrrhis	Endl.
2896077	Species	Oreomyrrhis argentea	(Hook.f.) Hook.f.
2911164	Species	Oreomyrrhis brevipes	Mathias & Constance
2902154	Species	Oreomyrrhis ciliata	Hook.f.
2896791	Species	Oreomyrrhis eriopoda	(DC.) Hook.f.
2901918	Species	Oreomyrrhis gunnii	Mathias & Constance
2900612	Species	Oreomyrrhis pulvinifica	F.Muell.
2920088	Species	Oreomyrrhis sessiliflora	Hook.f.
2904336	Genus	Oschatzia	Walp.
2903030	Species	Oschatzia cuneifolia	(F.Muell.) Drude
2915417	Species	Oschatzia saxifraga	(Hook.f.) Walp.
2920973	Genus	Pastinaca	L.
2908528	Species	Pastinaca sativa	L.
2895801	Subspecies	Pastinaca sativa subsp. sativa	
2890977	Genus	Pentapeltis	(Endl.) Bunge
2892132	Species	Pentapeltis peltigera	(Hook.) Bunge
2894633	Species	Pentapeltis silvatica	(Diels) Domin
2893268	Genus	Petroselinum	Hill
2902896	Species	Petroselinum crispum	(Mill.) Fuss
2892705	Genus	Platysace	Bunge
2891346	Species	Platysace arnhemica	Specht
2912680	Species	Platysace cirrosa	Bunge
2890982	Species	Platysace clelandii	(Maiden & Betche) L.A.S.Johnson
2913658	Species	Platysace commutata	(Turcz.) C.Norman
2889667	Species	Platysace compressa	(Labill.) C.Norman
2916719	Species	Platysace deflexa	(Turcz.) C.Norman
2904191	Species	Platysace effusa	(Turcz.) C.Norman
2894870	Species	Platysace ericoides	(Sieber ex Spreng.) C.Norman
2903788	Species	Platysace filiformis	(Bunge) C.Norman
2909973	Species	Platysace haplosciadia	(Benth.) C.Norman
2907543	Species	Platysace heterophylla	(Benth.) C.Norman
2898821	Varietas	Platysace heterophylla var. heterophylla	
2920135	Varietas	Platysace heterophylla var. tepperi	(J.M.Black) H.Eichler
2896233	Species	Platysace juncea	(Bunge) C.Norman
2896725	Species	Platysace lanceolata	(Labill.) Druce
2904361	Species	Platysace linearifolia	(Cav.) C.Norman
2913313	Species	Platysace maxwellii	(F.Muell.) C.Norman
2887860	Species	Platysace pendula	(Benth.) C.Norman
2891369	Species	Platysace ramosissima	(Benth.) C.Norman
2895508	Species	Platysace saxatilis	Keighery
2899643	Species	Platysace sp. Eneabba (R.Hnatiuk 770001)	WA Herbarium
2920196	Species	Platysace sp. Kalbarri (D. & B.Bellairs 1383)	WA Herbarium
2886292	Species	Platysace sp. Kennedy (P.G.Wilson 8450)	WA Herbarium
2912748	Species	Platysace sp. Mt Ninderry (P.R.Sharpe+ 2092)	Qld Herbarium
2916182	Species	Platysace sp. Stirling (J.M.Fox 88/262)	WA Herbarium
2917946	Species	Platysace sp. Watsonville (P.I.Forster PIF6259)	Qld Herbarium
2892526	Species	Platysace stephensonii	(Turcz.) C.Norman
2920858	Species	Platysace tenuissima	(Benth.) C.Norman
2914640	Species	Platysace trachymenioides	F.Muell.
2889493	Species	Platysace valida	(F.Muell.) F.Muell.
2914701	Species	Platysace xerophila	(E.Pritz.) L.A.S.Johnson
2898400	Genus	Scandix	L.
2920602	Species	Scandix pecten-veneris	L.
2893998	Genus	Schoenolaena	Bunge
2903963	Species	Schoenolaena juncea	Bunge
2916531	Genus	Tordylium	L.
2897947	Species	Tordylium apulum	L.
2894224	Genus	Torilis	Adans.
2906116	Species	Torilis arvensis	(Huds.) Link
2896773	Species	Torilis nodosa	(L.) Gaertn.
51266787	Genus	Xanthosia	Rudge
2910094	Species	Xanthosia atkinsoniana	F.Muell.
2910279	Species	Xanthosia candida	(Benth.) Steud.
2895938	Species	Xanthosia ciliata	Hook.
2886425	Species	Xanthosia collina	Keighery
2888439	Species	Xanthosia dissecta	Hook.f.
2916223	Species	Xanthosia eichleri	J.M.Hart & Henwood
2903638	Species	Xanthosia fruticulosa	Benth.
2894397	Species	Xanthosia huegelii	(Benth.) Steud.
6911205	Species	Xanthosia kochii	(E.Pritz.) J.M.Hart & Henwood
2891130	Species	Xanthosia leiophylla	F.Muell. ex Klatt
2907525	Species	Xanthosia peduncularis	Benth.
2904979	Species	Xanthosia pilosa	Rudge
2909230	Species	Xanthosia rotundifolia	DC.
2898254	Species	Xanthosia scopulicola	J.M.Hart & Henwood
2904223	Species	Xanthosia singuliflora	F.Muell.
2916022	Species	Xanthosia sp. Dardanup (B.J.Keighery & N.Gibson 174)	WA Herbarium
2900358	Species	Xanthosia stellata	J.M.Hart & Henwood
2902245	Species	Xanthosia tasmanica	Domin
2899416	Species	Xanthosia ternifolia	J.M.Hart & Henwood
2892813	Species	Xanthosia tomentosa	A.S.George
51266791	Species	Xanthosia tridentata	DC.
51311013	Familia	Araliaceae	Juss.
2905506	Genus	Aralia	L.
2899967	Species	Aralia spinosa	L.
6923469	Genus	Astrotricha	DC.
6918926	Species	Astrotricha asperifolia	F.Muell. ex Klatt
2911958	Subspecies	Astrotricha asperifolia subsp. Bogong (H.I.Aston 246)	Vic. Herbarium
2918349	Subspecies	Astrotricha asperifolia subsp. Toolangi (N.G.Walsh 2177)	Vic. Herbarium
2921280	Species	Astrotricha biddulphiana	F.Muell.
2911123	Species	Astrotricha brachyandra	A.R.Bean
2906799	Species	Astrotricha cordata	A.R.Bean
2903877	Species	Astrotricha crassifolia	Blakely
2896847	Species	Astrotricha floccosa	DC.
2886054	Species	Astrotricha glabra	Domin
2906742	Species	Astrotricha hamptonii	F.Muell.
2894103	Species	Astrotricha intermedia	A.R.Bean
2918387	Species	Astrotricha latifolia	Benth.
2890395	Species	Astrotricha ledifolia	DC.
2900008	Species	Astrotricha linearis	A.Cunn. ex Benth.
2895901	Subspecies	Astrotricha linearis subsp. Pine Mountain (A.R.Bean 9452)	Vic. Herbarium
2891532	Species	Astrotricha longifolia	Benth.
2902551	Species	Astrotricha obovata	Makinson
2901325	Species	Astrotricha parvifolia	N.A.Wakef.
2903101	Subspecies	Astrotricha parvifolia subsp. Gippsland Lakes (A.C.Beauglehole 49618)	Vic. Herbarium
2895186	Subspecies	Astrotricha parvifolia subsp. Mt Hedrick (V.Stajsic 3710)	Vic. Herbarium
2913343	Species	Astrotricha pauciflora	A.R.Bean
2920331	Species	Astrotricha pterocarpa	Benth.
2892627	Species	Astrotricha roddii	Makinson
6919685	Species	Astrotricha sp. Deua (R.O.Makinson 1647)	NSW Herbarium
6920815	Species	Astrotricha sp. Howe Range (D.E.Albrecht 1054)	Vic. Herbarium
4336697	Species	Astrotricha sp. Mount Boss (P.Gilmour 7907)	NSW Herbarium
2914107	Species	Astrotricha sp. Mt Zero (V.Stajsic 4204)	Vic. Herbarium
6921574	Species	Astrotricha sp. Quorrobolong (S.Lewer 40)	NSW Herbarium
2895923	Species	Astrotricha sp. Suggan Buggan (J.Turner 211)	Vic. Herbarium
2891065	Species	Astrotricha sp. Victoria Range (V.Stajsic 4207)	Vic. Herbarium
6922341	Species	Astrotricha sp. Wallagaraugh (R.O.Makinson 1228)	NSW Herbarium
6923503	Species	Astrotricha sp. Watchimbark (P.Gilmour 7938)	NSW Herbarium
2918080	Species	Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268)	Vic. Herbarium
2887481	Species	Astrotricha umbrosa	A.R.Bean
2920240	Genus	Cephalaralia	Harms
2889377	Species	Cephalaralia cephalobotrys	(F.Muell.) Harms
2908745	Genus	Hedera	L.
2891429	Species	Hedera helix	L.
51311014	Genus	Hydrocotyle	L.
2906039	Species	Hydrocotyle acutiloba	(F.Muell.) N.A.Wakef.
2913361	Species	Hydrocotyle alata	A.Rich.
2897882	Species	Hydrocotyle algida	N.A.Wakef.
2897655	Species	Hydrocotyle blepharocarpa	F.Muell.
2919130	Species	Hydrocotyle bonariensis	Lam.
2894173	Species	Hydrocotyle callicarpa	Bunge
2907045	Species	Hydrocotyle capillaris	F.Muell. ex Klatt
2918331	Species	Hydrocotyle comocarpa	F.Muell.
2912286	Species	Hydrocotyle corynophora	F.Muell.
6925143	Species	Hydrocotyle crassiuscula	Tate
2908930	Species	Hydrocotyle diantha	DC.
2905114	Species	Hydrocotyle digitata	A.R.Bean & Henwood
2917901	Species	Hydrocotyle dipleura	A.R.Bean
2889365	Species	Hydrocotyle foveolata	H.Eichler
2917806	Species	Hydrocotyle geraniifolia	F.Muell.
2891252	Species	Hydrocotyle grammatocarpa	F.Muell.
2914728	Species	Hydrocotyle hirta	R.Br. ex A.Rich.
2887633	Species	Hydrocotyle hispidula	Bunge
2898015	Species	Hydrocotyle laxiflora	DC.
2909154	Species	Hydrocotyle lemnoides	Benth.
2917788	Species	Hydrocotyle medicaginoides	Turcz.
2897592	Species	Hydrocotyle miranda	A.R.Bean & Henwood
2889714	Species	Hydrocotyle muriculata	Turcz.
2913155	Species	Hydrocotyle muscosa	R.Br. ex A.Rich.
2892139	Species	Hydrocotyle novae-zeelandiae	DC.
2908842	Species	Hydrocotyle oraria	A.R.Bean
2892492	Species	Hydrocotyle paludosa	A.R.Bean
2920664	Species	Hydrocotyle pedicellosa	F.Muell. ex Benth.
2915098	Species	Hydrocotyle pilifera	Turcz.
2890317	Varietas	Hydrocotyle pilifera var. glabrata	Benth.
2921045	Varietas	Hydrocotyle pilifera var. pilifera	
51300223	Species	Hydrocotyle plebeya	R.Br. ex A.Rich.
2900775	Species	Hydrocotyle pterocarpa	F.Muell.
2909014	Species	Hydrocotyle ranunculoides	L.f.
51311012	Species	Hydrocotyle rivularis	H.Eichler ex Henwood
2903665	Species	Hydrocotyle rugulosa	Turcz.
2898261	Species	Hydrocotyle scutellifera	Benth.
2918489	Species	Hydrocotyle sibthorpioides	Lam.
2905938	Species	Hydrocotyle sp. Coorowensis (P.G.Wilson 12580)	WA Herbarium
2903279	Species	Hydrocotyle sp. Coraginaensis (K.R.Newbey 7477)	WA Herbarium
2915631	Species	Hydrocotyle sp. Crassipes (K.R.Newbey 7567)	WA Herbarium
2911870	Species	Hydrocotyle sp. Decipiens (G.J.Keighery 463)	WA Herbarium
2893323	Species	Hydrocotyle sp. Hamelinensis (G.J.Keighery s.n. (PERTH 02391325))	WA Herbarium
2910820	Species	Hydrocotyle sp. Harts Range (A.C.Beauglehole 44720)	H.Eichler
2899542	Species	Hydrocotyle sp. Hexaptera (T.Erickson TEE 173)	WA Herbarium
2890311	Species	Hydrocotyle sp. Lake Broadwater (K.A.Williams AQ230829)	Qld Herbarium
2917531	Species	Hydrocotyle sp. Montane pools (A.C.Beauglehole 68621)	Vic. Herbarium
2904599	Species	Hydrocotyle sp. Puberula (H.Eichler 22058)	WA Herbarium
6925621	Species	Hydrocotyle sp. Truslove (M.A.Burgman 4419)	WA Herbarium
2899101	Species	Hydrocotyle sp. Ulupna Island (T.B.Muir 6844)	Vic. Herbarium
2915078	Species	Hydrocotyle sp. Vigintimilia (P.G.Wilson 7940)	WA Herbarium
2892670	Species	Hydrocotyle sp. Warriedar (P.G.Wilson 12267)	WA Herbarium
2915905	Species	Hydrocotyle sp. Watarrka (A.C.Beauglehole 20471)	H.Eichler
2894412	Species	Hydrocotyle striata	Benth.
2904119	Species	Hydrocotyle tetragonocarpa	Bunge
2908689	Species	Hydrocotyle trachycarpa	F.Muell.
