id	parent_id
2897986	2901623
2889763	51266839
2916462	51266839
2896696	51266839
2916461	51266839
2905991	51266839
2887195	51266839
2916234	51266839
2905541	51266839
2893567	51266839
2916505	51266839
2901015	51266839
2902559	51266839
2896618	51266839
2918241	51266839
2900427	51266839
2909464	2900427
2907436	2900427
2898672	51266839
2906499	2898672
2889616	2898672
2888437	51266839
2913165	51266839
2892536	51266839
2913526	51266839
2920102	51266839
2888340	51266839
2906926	2888340
2896920	2888340
2890194	51266839
2906692	51266839
2916273	51266839
2913080	51266839
2908214	51266839
2906159	51266839
2917248	51266839
2903508	51266839
2898903	51266839
2915961	51266839
2898284	51266839
2896302	51266839
2897223	51266839
2892990	51266839
2912164	51266839
2905086	51266839
2895462	51266839
2887066	51311005
2886283	2887066
2914255	2886283
2893491	51311005
2890053	2893491
2915824	2890053
2912745	2890053
7731622	51311005
7731621	7731622
7731617	7731621
2915354	7731621
9041026	51311005
2889837	9041026
2896083	2889837
2910056	2889837
2919159	2889837
2912596	2889837
2905332	2889837
2916889	2889837
2900243	9041026
2903085	2900243
2899424	2900243
2903596	9041026
2902335	2903596
2898058	2903596
2908630	2898058
2909205	2898058
2888929	2903596
2901234	2903596
2920256	2903596
2903771	2903596
2899057	2903596
2900860	2903596
2904778	2903596
2895452	2903596
2899103	2903596
2902203	2903596
2893080	2903596
2915611	2903596
2890032	2903596
2910137	2903596
2887901	2903596
2919736	2903596
2896042	2903596
2900610	2903596
2910549	2903596
2905503	2903596
2900459	2903596
2898532	2903596
7743736	9041026
2894991	7743736
7743346	7743736
2911906	7743736
2901183	7743736
2921119	7743736
2896137	7743736
7743730	7743736
2898464	7743730
2899644	7743730
2892753	7743736
2897923	9041026
2919617	2897923
2893903	2897923
2909843	2897923
2918378	2897923
2896620	2897923
2908384	2897923
2893990	2897923
2906571	2897923
2898313	2897923
2917952	2897923
2916401	9041026
2912289	2916401
2907573	9041026
2896688	2907573
2915014	2907573
2899135	2907573
2914187	2907573
2917475	2907573
2890562	2907573
2912038	2907573
2908720	2907573
2898599	2907573
2893751	2907573
2908303	2907573
2903908	2907573
2918462	2907573
2897878	2907573
2903542	2907573
9040996	9041026
7744138	9040996
2889809	9040996
2901390	2889809
2886117	9040996
2888400	9040996
2891204	9040996
2918641	9040996
2903858	9040996
2898387	2903858
2910695	2903858
2919456	9040996
9041023	9040996
2896680	9040996
2894946	9040996
2892300	9040996
2889720	9040996
2890548	9040996
2914423	9040996
2907274	9040996
2887772	9040996
2893536	9040996
2890481	9040996
2893462	9040996
2904297	9040996
2893050	9040996
2894372	9040996
2910923	9040996
2902560	9041026
2910851	2902560
2908636	2902560
2900726	2902560
2909875	2902560
2909731	2902560
7132515	51344525
2900431	7132515
2894294	2900431
2918738	2894294
2907561	2894294
2904759	2907561
2900818	2907561
2906119	2894294
2898318	2894294
2908600	7132515
2892239	2908600
2888946	2892239
2912449	7132515
2902075	2912449
2902906	2902075
2912440	2902075
2887331	2902075
2900758	2902075
2913783	2912449
2905256	2913783
51344526	51344525
2894976	51344526
2913722	2894976
2895658	2913722
2904457	2894976
2893582	2904457
2904229	51344526
2901519	2904229
2917768	2901519
2894887	2901519
2918679	2901519
2920499	2901519
2902797	2901519
2889445	2901519
2901287	2904229
2919880	2901287
2889568	2901287
51344527	51344526
51267194	51344527
2901344	51267194
2900512	51267194
2892726	51267194
2910163	51344527
2909228	2910163
2920971	51344527
2906792	2920971
2889267	2920971
7656101	51344527
2904116	7656101
2899291	7656101
2918813	7656101
2918376	51344527
2909755	2918376
51267208	51344527
51267207	51267208
51267206	51267207
2918791	51267207
2896645	51267208
2906968	51344527
2887509	2906968
2888531	2906968
2888095	2906968
2912111	2906968
2894080	51344527
2898854	2894080
2913980	2894080
2912158	2894080
2915821	2894080
2917742	51344527
2912188	2917742
6935704	51344527
6935705	6935704
2913633	51344527
2886549	2913633
2916188	2886549
2914249	2886549
2889340	2913633
2892512	51344527
2916475	2892512
2907625	2892512
2899012	2892512
51267211	51344527
51267212	51267211
51267210	51267212
2912908	51267211
2894519	51344527
2914001	2894519
2910951	2894519
2916651	51344527
2914560	2916651
51267223	51344527
51267222	51267223
2910910	51267223
2917981	51267223
2910472	51267223
2919725	51344527
2918845	2919725
2910323	2919725
2889834	51344527
2887733	2889834
2893648	2889834
2915038	2889834
51267224	51344527
2886522	51267224
2921258	51267224
2889008	51267224
2910050	51267224
2888580	51267224
2887266	51267224
2915499	51267224
2894556	51267224
51267226	51267224
2906936	51267224
2897396	51267224
2907696	51267224
2893236	51267224
2920655	51267224
2912955	51267224
2900510	51267224
2903116	51267224
2897902	51267224
2912505	51267224
2910850	51267224
2896333	51267224
7659037	51344527
2897268	7659037
2906259	7659037
2911976	51344527
2918741	2911976
6943357	51344527
6937091	6943357
6938485	6943357
6939179	6943357
6939874	6943357
6940570	6943357
6942657	6943357
6942659	6942657
6941959	6942657
6943364	6943357
2887891	51344527
2916322	2887891
2890838	2887891
51267239	51344527
51267241	51267239
2898204	51267239
2914353	51267239
51267245	51344527
51267247	51267245
51310393	51344527
2890682	51310393
2916067	51310393
51310392	51310393
2894418	51310393
2890611	51310393
2906319	51310393
2886574	51344527
2888879	2886574
2886866	2888879
2910729	2888879
2892389	51344527
2914147	2892389
2904353	51344527
2916378	2904353
2919003	2904353
2918399	2904353
2899656	2904353
2893156	51344527
2898622	2893156
7088704	51344527
2901153	7088704
2892613	7088704
2900337	7088704
2905468	7088704
2893844	7088704
2914889	51344527
2916224	2914889
2916108	2914889
2890563	2914889
2917144	2914889
2904951	2914889
2909130	2914889
2913262	2914889
2900599	2914889
2918187	2914889
2887132	51344527
2901164	2887132
2920640	51344527
2906542	2920640
8409452	51344527
2900598	8409452
2912873	51344527
2911815	2912873
2902771	2912873
51267499	51344527
51267509	51267499
2907541	51344527
2903409	2907541
2914219	51344527
2896060	2914219
2911200	2914219
2910341	2911200
2886376	2911200
2892112	2886376
2897819	2886376
2913964	2914219
2915747	51344527
2893537	2915747
2903264	51344527
2888214	2903264
6945862	51344527
6945171	6945862
51269095	51344527
2913328	51269095
2888299	2913328
2908675	51269095
51267520	51269095
51267518	51269095
51267535	51267518
51267522	51267518
51267525	51269095
51267529	51267525
51267561	51267525
51267527	51267525
51269096	51269095
6951458	51344527
6948672	6951458
6949369	6951458
6950767	6951458
2912500	6951458
51267563	51344527
2909873	51267563
2918544	51267563
51267570	51267563
51288362	51344527
51267588	51288362
2917782	51288362
51267597	51288362
51267608	51288362
51267621	51288362
51267632	51288362
2908507	51288362
51288359	51288362
51267634	51288362
2907286	51288362
51267637	51288362
51267639	51267637
51267649	51288362
51267657	51288362
51311023	51344527
2889797	51344527
2891776	2889797
51302237	51344527
51267690	51302237
2911061	51302237
2901359	51302237
51267700	51302237
51302239	51302237
2911349	51302237
51267705	51302237
2914784	51302237
2906238	51302237
2920707	51302237
51267707	51302237
51267709	51302237
2921043	51302237
51267741	51302237
2912732	51302237
2898197	51302237
51267743	51302237
2895428	51302237
2910778	51302237
2914922	51302237
2919729	51302237
2921243	2919729
2920716	2919729
2916564	51302237
51267772	51302237
2903118	51267772
51267780	51302237
2904957	51302237
2919873	51302237
51267793	51302237
2895255	51302237
51267795	51302237
51267825	51302237
2897264	51302237
3681568	51302237
51267828	51302237
51267827	51267828
51267830	51267828
2910312	51302237
51267823	51302237
2887248	51302237
2896779	51302237
51267833	51302237
51267832	51267833
51267835	51267833
51267840	51302237
51267842	51267840
51267837	51267840
2920300	51302237
2890062	51302237
2889995	51302237
2920780	51302237
2914749	2920780
2907923	2920780
2899516	51302237
2919744	51302237
51267844	51302237
51267846	51302237
51267848	51302237
2915300	51302237
51267850	51302237
2895095	51302237
2920228	51302237
2905259	51302237
2891243	2905259
2898492	2905259
51267856	51302237
2909572	51302237
51267858	51302237
2888102	51302237
51267860	51302237
2911199	51302237
51267884	51302237
2890518	51302237
51267886	51302237
2891351	51302237
2921166	51302237
2906868	51302237
2904894	51302237
51267888	51302237
51295034	51302237
2901074	51302237
51267913	51302237
51267916	51302237
51267918	51302237
2909708	51302237
2905014	51302237
51267920	51302237
51267922	51302237
2900888	51302237
51267914	51302237
2895657	51267914
2911796	51302237
2894194	51302237
2912089	51302237
51267946	51302237
51267948	51302237
51267953	51302237
51267955	51302237
51267958	51302237
51267960	51267958
51267957	51267958
2890128	51302237
2889914	51302237
2893748	51344527
2891878	2893748
2908520	2893748
2902106	2893748
51267977	51344527
51267995	51267977
51267997	51267977
2913446	51267977
2917007	51267977
51267999	51267977
2901095	51267977
2888928	51267977
2896650	51267977
51268001	51267977
2915487	51267977
2919226	51267977
2901168	51344527
2907828	2901168
8441136	51344527
2900497	8441136
8441132	8441136
2899647	8441136
2897418	8441136
2897249	8441136
2912645	8441136
2886848	8441136
2904472	8441136
2904246	8441136
2889477	8441136
2888020	8441136
2901099	8441136
2892863	8441136
2890670	8441136
2916134	8441136
2902389	8441136
2895676	8441136
6952161	8441136
2898555	8441136
2911756	8441136
2909498	8441136
2895558	8441136
2891149	2895558
2886990	2895558
2900059	8441136
2903543	8441136
2889524	8441136
2901872	8441136
2891573	8441136
2898764	8441136
2887578	8441136
2906190	8441136
2896367	51344527
2886328	2896367
6952909	51344527
2907677	6952909
6952905	6952909
51268008	51344527
2907825	51268008
51268011	51268008
2897594	51268008
2911582	51268008
2905599	51268008
2896933	51344527
2900985	2896933
2897534	51344527
2908701	2897534
2891903	2897534
2910168	2897534
2912701	2897534
51299949	51344527
2912377	51299949
2892486	51299949
2886954	2892486
2902303	2892486
2895729	51299949
2903133	51299949
2909161	51299949
2900757	51299949
2909860	51299949
2896734	51299949
2900286	51299949
2917407	51299949
2902441	51299949
2909815	51299949
2896152	51299949
2902912	51299949
2893600	51299949
2907723	51299949
2911348	51299949
2889735	51299949
2907023	51299949
2907613	2907023
2898755	2907023
51299947	51299949
2919715	51299949
2888328	2919715
2894465	2919715
2911310	2919715
2888125	2919715
2891326	51299949
2887286	51299949
2900725	51299949
2899957	51299949
2901172	51299949
2910925	51299949
2904582	51299949
2887326	51299949
2897830	51299949
2912184	51299949
2918942	51299949
2896611	51299949
2909400	51299949
2891206	51299949
2907838	51299949
2902387	51299949
2909544	51299949
2910156	51299949
2908189	51299949
2921257	51299949
2918981	51299949
2895070	51299949
2899646	51344527
2914388	2899646
2905446	2899646
2914422	2899646
2905150	2899646
2913922	2899646
2907012	2899646
2897036	2899646
2889147	2899646
2916366	2899646
51269102	51344527
51268016	51269102
2903795	51269102
2897921	51269102
2908527	51269102
2887751	51269102
2919282	51269102
2910300	51269102
2901633	51269102
51268021	51269102
2919611	51269102
51268028	51269102
2902402	51269102
2892188	2902402
2919574	51269102
2895079	51269102
51268030	51269102
6955915	51268030
2907391	51269102
51295046	51344527
51268035	51295046
51295045	51295046
2917542	51295045
51295051	51295045
2916674	51295046
51268046	51295046
51268124	51295046
2906001	51268124
51268142	51268124
2899485	51295046
2918356	51295046
2911103	51295046
2894187	51295046
2901913	51344527
2915404	2901913
2914199	2915404
2920690	2901913
2911809	51344527
2887273	2911809
51311026	51344527
51311025	51311026
2910154	51344527
2916225	2910154
2913197	51344527
2910309	2913197
2900313	51344527
2908994	2900313
2899139	51344527
2891511	2899139
2903775	51344527
2907304	2903775
2908658	51344527
2908641	2908658
2913643	51344527
2910579	2913643
2893833	2913643
2914967	51344527
2898351	2914967
2913231	2898351
2908997	2898351
51268471	51344527
51311029	51344527
51268161	51311029
51268171	51268161
51268173	51268161
51268175	51268161
51268178	51268161
51268180	51268161
51268182	51268161
51268184	51268161
51268189	51268161
51268192	51268161
51268194	51268161
51268196	51268161
51268198	51268161
51268200	51268161
51268202	51268161
51268204	51268161
51268208	51268161
51268210	51268161
51268212	51268161
51268225	51268161
51268227	51268161
51268229	51268161
51268231	51268161
51268237	51268161
51268242	51268161
51268247	51268161
51268272	51268161
51268274	51268161
51268276	51268161
51268278	51268161
51310407	51311029
2886570	51311029
2895446	51311029
2889461	51311029
2888768	51311029
51311030	51311029
51268287	51311030
51268306	51311030
51268321	51311030
51311028	51311030
51268338	51311030
2899167	51311029
2902115	51311029
2908018	51311029
2902874	51311029
2892496	51344527
2893793	2892496
2905794	2892496
2890040	2892496
2917443	2892496
2908088	2892496
2907024	2892496
2892689	2892496
2917367	51344527
2919007	2917367
2903197	51344527
2892433	2903197
51268349	51344527
2893265	51268349
2920044	2893265
2890730	2893265
51268348	51268349
2919907	51344527
2901013	2919907
2888184	51344527
2907757	2888184
2889560	2888184
51295056	51344527
2915011	51295056
2919484	51295056
2901745	51295056
51268354	51295056
2890980	51295056
2898689	2890980
2911586	2890980
2899373	2890980
2902311	51295056
2890438	51295056
2893397	51295056
51295058	51295056
2898151	51295056
2921081	51295056
2887778	51295056
2913034	51295056
51295060	51295056
2911245	51295056
2890433	51295056
2890426	2890433
2892183	2890433
2907294	2890433
2914799	51295056
51295066	51295056
51295055	51295056
2914360	51295056
2911700	51295056
2897811	51295056
2901893	51344527
2916884	2901893
2909942	2901893
2908315	2901893
2906581	51344527
2906132	2906581
51300008	51344527
2894549	51300008
2888413	51300008
2915968	51300008
51268414	51300008
51300007	51300008
2898239	51300008
51268418	51300008
2892033	51268418
50009277	51344527
2908456	50009277
2914937	50009277
50009270	50009277
6973366	50009270
50009274	50009270
6974073	50009277
6974778	50009277
6975483	50009277
2917890	50009277
2900641	50009277
6976218	50009277
6976932	50009277
2894078	50009277
6977606	50009277
2888178	50009277
4337546	50009277
2892737	50009277
6978320	50009277
2901265	50009277
2886749	50009277
2916636	50009277
2904552	50009277
2904224	50009277
2909816	50009277
6979038	50009277
2896563	51344527
2911884	2896563
2904011	51344527
2919063	2904011
2915285	2904011
2910595	2904011
2887945	2904011
2915465	2904011
2915834	51344527
2905840	2915834
2889497	51344527
2888307	2889497
2915535	2889497
2913574	2889497
2904309	2913574
2904412	2889497
2910642	2889497
2893472	2889497
2912782	2893472
51269112	51344527
51298365	51344527
51298364	51298365
51298359	51298364
51298370	51298364
51298373	51298364
51298375	51298364
2888522	51298365
2886141	51344527
2911813	2886141
2890645	2886141
2901121	2886141
2895706	51344527
2887807	2895706
2906649	2887807
2909820	51344527
2901147	2909820
2888500	2909820
51268421	51344527
51268424	51268421
2898375	51344527
2887679	2898375
2917813	51344527
2886301	2917813
2903065	51344527
2888805	2903065
2894601	51344527
2888915	2894601
2904574	51344527
2906059	2904574
2903760	51344527
2900867	2903760
4466118	51344527
2909143	4466118
4466113	4466118
2914459	4466118
2888617	4466118
2892436	4466118
2920429	51344527
2917140	2920429
2896153	51344527
2888040	2896153
2898293	2896153
2899722	51344527
2900966	2899722
2906431	2899722
51268437	51344527
2904875	51268437
6981115	51268437
6981119	6981115
6980433	6981115
51268439	51268437
2910060	51344527
2906987	2910060
2918532	2910060
51268444	51344527
2918133	51268444
51268443	51268444
51268448	51268443
2919006	51344527
2893168	2919006
2908518	51344527
2889075	2908518
2888882	2908518
2913484	2888882
2897397	2888882
2907537	51344527
2901905	2907537
2887477	2907537
51295084	51344527
2915018	51344527
2886360	2915018
51268455	51344527
51268454	51268455
2903235	51268455
2911398	2903235
7432207	51344527
7420907	7432207
6986247	7432207
6987629	7432207
2913579	7432207
2900605	7432207
6989012	7432207
6990396	7432207
2887003	51344527
2889180	2887003
2919162	51344527
2895790	2919162
2913012	2919162
2919527	2919162
2890653	2919162
2889333	51344527
2907564	2889333
2911159	2889333
2919188	51344527
2909446	2919188
2915663	2919188
2903507	2919188
2910940	2919188
2894074	2910940
2901249	2910940
2902521	2919188
6996389	51344527
6994613	6996389
6996391	6996389
2917136	51344527
2902698	2917136
6997747	51344527
6997748	6997747
2898099	51344527
2894664	2898099
2895933	2898099
2904240	2898099
2905285	2898099
2901151	2898099
2914503	2898099
2895182	2898099
2902342	2898099
2912151	2898099
2906806	51344527
2903893	2906806
2915978	2906806
2907843	51344527
2902411	2907843
2894333	2907843
2907175	51344527
2920225	2907175
2915705	2907175
2907822	2907175
2920455	2907175
2916251	51344527
2898255	2916251
2899023	51344527
2909628	2899023
2887681	51344527
2890869	2887681
2896214	2887681
2910786	2887681
2896628	51344527
2915716	2896628
2906166	2896628
2909667	51344527
2904155	2909667
2891768	51344527
2900801	2891768
2908944	2891768
2907343	51344527
2920741	2907343
2887246	51344527
2901374	2887246
2912448	2887246
2894057	51344527
2890723	2894057
2916647	51344527
2886909	2916647
2895309	2916647
2912891	2916647
2898926	2916647
2892468	2916647
2906438	2916647
51268461	51344527
51268460	51268461
2898242	51268461
51268469	51268461
4625916	51344527
2898703	51344527
2913295	2898703
2907742	51344527
2912783	2907742
51268474	51344527
51268473	51268474
2910907	51268474
51268477	51344527
4339348	51268477
2909677	51268477
51268476	51268477
2899891	51344527
2890621	2899891
2886541	2899891
2902623	2886541
2916931	2886541
2893353	2899891
51268489	51344527
2893871	51268489
2907632	51268489
2888932	51268489
51268491	51268489
2907516	51268489
51268502	51268489
51268504	51268489
51268506	51268489
2917962	51268489
2887542	51268489
51268508	51268489
2920127	51268489
2897907	51268489
2913998	51268489
2887638	51268489
2887099	51268489
2907929	51268489
2919531	51344527
2891301	2919531
2903864	51344527
2901650	2903864
2902992	51344527
2895379	2902992
2893166	2895379
2894109	2902992
2916480	51344527
2902059	2916480
2891263	51344527
2910781	2891263
2887544	51344527
2904628	2887544
2917290	2904628
2911847	2904628
51300175	51344527
51300174	51300175
2906837	51300175
6999112	51344527
6999108	6999112
2907320	51344527
2887265	2907320
2892756	2907320
2886182	51344527
2892647	2886182
2899675	2892647
2903695	51344527
2898181	2903695
2899037	2903695
2901527	2903695
2915708	2903695
2887624	2915708
2886287	2903695
51295165	51344527
2886207	51295165
2914075	51295165
2900895	51295165
2888847	51295165
2916349	2888847
2909199	2888847
8730539	51344527
2899842	8730539
51268513	51344527
2890304	51268513
51268531	51344527
51268530	51268531
2915310	51344527
2888690	2915310
6365221	51344527
2901798	6365221
2915017	51344527
2914717	2915017
2909283	51344527
2920525	2909283
2888741	51344527
2887643	2888741
2907974	2888741
2903706	2888741
2920715	2903706
2911028	2888741
2898981	2888741
2895263	2888741
2903995	2888741
2899878	2903995
2914454	2903995
2890578	2888741
2900000	2888741
51268540	51344527
51268539	51268540
2907367	51268540
2907368	51268540
2900205	51344527
2897852	2900205
2914436	2900205
51268544	51344527
2889970	51268544
51268548	51344527
51268547	51268548
51268550	51268547
2896236	51344527
2911463	2896236
2921299	2896236
2903685	2896236
2889026	2896236
2890166	51344527
2903059	2890166
2917208	51344527
2921111	2917208
2903459	2921111
2888726	2921111
2916083	2921111
2920117	2917208
2892176	51344527
2899141	2892176
2899502	51344527
2907426	2899502
2905747	51344527
2889360	2905747
2916191	2905747
2895368	2905747
2907849	2895368
2913652	2895368
51268553	51344527
51268552	51268553
51268555	51268553
2915934	51268553
2893469	51268553
2891865	51268553
51268557	51268553
2900369	51268553
2890806	51344527
2917102	2890806
2886306	2917102
2899295	51344527
2897532	2899295
2912526	51344527
2913680	2912526
2894470	51344527
2912671	2894470
2893435	2894470
7000480	51344527
2913803	7000480
2906350	7000480
2918657	7000480
2916737	7000480
2888840	7000480
2914494	7000480
2913471	2914494
2898470	2914494
